"SampleID","CRA","Error","DC13","Material","Species","Site","Phase","Type","Country","Longitude","Latitude","LocQual","Source","Comments"
"Lyon-2204",4520,30,NA,"bone",NA,"DOLMEN DE ST EUGENE",NA,NA,"FRA",2.53,43.3,"C","EUROEVOL-Sample:11875. (KM - http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00102733 AND visible in G. Earth13/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S1726"
"Lyon-1449",4485,40,NA,"charcoal",NA,"DOLMEN DE ST EUGENE",NA,NA,"FRA",2.53,43.3,"C","EUROEVOL-Sample:11868. (KM - http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00102733 AND visible in G. Earth13/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S1726"
"Lyon-1562",4650,50,NA,"bone",NA,"DOLMEN DU BAGNOLET",NA,NA,"FRA",3.42,44.21,"C","EUROEVOL-Sample:11899. (KM - http://www.persee.fr/web/revues/home/prescript/article/galip_0016-4127_1982_num_25_2_170413/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S1729"
"Lyon-1563",4590,50,NA,"bone",NA,"DOLMEN DU BAGNOLET",NA,NA,"FRA",3.42,44.21,"C","EUROEVOL-Sample:11889. (KM - http://www.persee.fr/web/revues/home/prescript/article/galip_0016-4127_1982_num_25_2_170413/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S1729"
"Lyon-2740",4020,35,NA,"bone",NA,"DOMAINE DE ST PAUL",NA,NA,"FRA",4.47,43.82,"C","EUROEVOL-Sample:11819. (KM - Bocquet-Appel's spreadsheet - Town of Manduel13/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1730"
"Lyon-2741",3995,35,NA,"bone",NA,"DOMAINE DE ST PAUL",NA,NA,"FRA",4.47,43.82,"C","EUROEVOL-Sample:11816. (KM - Bocquet-Appel's spreadsheet - Town of Manduel13/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1730"
"Gif-1793",5840,130,NA,NA,NA," Grotte d'Unang",NA,NA,"FRA",5.17,44.01,"C","EUROEVOL-Sample:6157. (KM - OKSame as S407614/11/2012�AG: PhCd NCD Grtg1 given CQ. Multiple same BIN number but only one with cultural affiliation ).","EUROEVOL-Site:S1759"
"GIF-1795",5770,130,NA,"charcoal",NA," Grotte d'Unang",NA,NA,"FRA",5.17,44.01,"C","EUROEVOL-Sample:6142. (KM - OKSame as S407614/11/2012�AG: PhCd NCD Grtg1 given CQ. Multiple same BIN number but only one with cultural affiliation ).","EUROEVOL-Site:S1759"
"GIF-1794",5900,130,NA,"charcoal",NA," Grotte d'Unang",NA,NA,"FRA",5.17,44.01,"C","EUROEVOL-Sample:6141. (KM - OKSame as S407614/11/2012�AG: PhCd NCD Grtg1 given CQ. Multiple same BIN number but only one with cultural affiliation ).","EUROEVOL-Site:S1759"
"GIF-1796",5950,130,NA,"charcoal",NA," Grotte d'Unang","GRTG1","Cave/Rockshelter","FRA",5.17,44.01,"C","EUROEVOL-Sample:6140. (KM - OKSame as S407614/11/2012�AG: PhCd NCD Grtg1 given CQ. Multiple same BIN number but only one with cultural affiliation ).","EUROEVOL-Site:S1759"
"Gif-7337",3930,70,NA,NA,NA,"Elne Vigne canut","EVC",NA,"FRA",2.97,42.6,"C","EUROEVOL-Sample:12404. (KM - Town of Elne (also referred to as Vinya del canut)14/11/2012 AG: PhCd NCD ).","EUROEVOL-Site:S1822"
"Ly-8243",5330,50,NA,NA,NA,"ENCOMBRES",NA,NA,"FRA",2.97,43.35,"C","EUROEVOL-Sample:11710. (KM - Village of Quarante (Herault)- referred to as d'encombres14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1829"
"Ly-7541",5290,60,NA,NA,NA,"ENVEIG",NA,NA,"FRA",1.86667,42.5167,"C","EUROEVOL-Sample:5683. (KM - OK14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1838"
"Ly-2304",4530,140,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel","LSRX1",NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:12410. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-3709",5250,100,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel",NA,NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:6428. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-2083",4670,190,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel","LSRX1",NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:12411. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-2194",5030,100,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel","LSRX1",NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:12407. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-2084",5340,190,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel","LSRX1",NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:12408. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-3710",6240,110,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel",NA,NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:6425. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-3707",5030,110,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel",NA,NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:6430. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-3708",5060,90,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel",NA,NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:6429. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"Ly-2247",4740,140,NA,NA,NA,"  Les Rivaux, Espaly Saint Marcel","LSRX1",NA,"FRA",3.86606,45.0461,"C","EUROEVOL-Sample:12409. (KM - OK14/11/2012 AG: PhCd NCD LsRx1 given. Same BIN numbers (804) some without culture.).","EUROEVOL-Site:S1854"
"AA-32639",6520,65,NA,NA,NA,"ESPELUCHE-LALO","LALO1",NA,"FRA",4.82,44.52,"C","EUROEVOL-Sample:22032. (KM - http://books.google.co.uk/books?id=EQdBHAYjOEcC&pg=PA148&lpg=PA148&dq=ESPELUCHE-LALO+neolithique&source=bl&ots=5qRenklFAP&sig=STQrFnywASXf61mWD57x-VpsdiM&hl=en&sa=X&ei=lLFHT9nKK8Wr0QW1yqGRDg&ved=0CC4Q6AEwAg#v=onepage&q=ESPELUCHE-LALO%20neolithique&f=false14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1855"
"Ly-11186",5955,60,NA,"charcoal",NA,"ESPELUCHE-LALO",NA,NA,"FRA",4.82,44.52,"C","EUROEVOL-Sample:12163. (KM - http://books.google.co.uk/books?id=EQdBHAYjOEcC&pg=PA148&lpg=PA148&dq=ESPELUCHE-LALO+neolithique&source=bl&ots=5qRenklFAP&sig=STQrFnywASXf61mWD57x-VpsdiM&hl=en&sa=X&ei=lLFHT9nKK8Wr0QW1yqGRDg&ved=0CC4Q6AEwAg#v=onepage&q=ESPELUCHE-LALO%20neolithique&f=false14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1855"
"Ly-11187",6190,30,NA,"charcoal",NA,"ESPELUCHE-LALO",NA,NA,"FRA",4.82,44.52,"C","EUROEVOL-Sample:12207. (KM - http://books.google.co.uk/books?id=EQdBHAYjOEcC&pg=PA148&lpg=PA148&dq=ESPELUCHE-LALO+neolithique&source=bl&ots=5qRenklFAP&sig=STQrFnywASXf61mWD57x-VpsdiM&hl=en&sa=X&ei=lLFHT9nKK8Wr0QW1yqGRDg&ved=0CC4Q6AEwAg#v=onepage&q=ESPELUCHE-LALO%20neolithique&f=false14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1855"
"AA-32642",7315,65,NA,NA,NA,"ESPELUCHE-LALO","LALO1",NA,"FRA",4.82,44.52,"C","EUROEVOL-Sample:22035. (KM - http://books.google.co.uk/books?id=EQdBHAYjOEcC&pg=PA148&lpg=PA148&dq=ESPELUCHE-LALO+neolithique&source=bl&ots=5qRenklFAP&sig=STQrFnywASXf61mWD57x-VpsdiM&hl=en&sa=X&ei=lLFHT9nKK8Wr0QW1yqGRDg&ved=0CC4Q6AEwAg#v=onepage&q=ESPELUCHE-LALO%20neolithique&f=false14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1855"
"AA-32641",6585,60,NA,NA,NA,"ESPELUCHE-LALO","LALO1",NA,"FRA",4.82,44.52,"C","EUROEVOL-Sample:22034. (KM - http://books.google.co.uk/books?id=EQdBHAYjOEcC&pg=PA148&lpg=PA148&dq=ESPELUCHE-LALO+neolithique&source=bl&ots=5qRenklFAP&sig=STQrFnywASXf61mWD57x-VpsdiM&hl=en&sa=X&ei=lLFHT9nKK8Wr0QW1yqGRDg&ved=0CC4Q6AEwAg#v=onepage&q=ESPELUCHE-LALO%20neolithique&f=false14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1855"
"AA-32638",6560,85,NA,NA,NA,"ESPELUCHE-LALO","LALO1",NA,"FRA",4.82,44.52,"C","EUROEVOL-Sample:22033. (KM - http://books.google.co.uk/books?id=EQdBHAYjOEcC&pg=PA148&lpg=PA148&dq=ESPELUCHE-LALO+neolithique&source=bl&ots=5qRenklFAP&sig=STQrFnywASXf61mWD57x-VpsdiM&hl=en&sa=X&ei=lLFHT9nKK8Wr0QW1yqGRDg&ved=0CC4Q6AEwAg#v=onepage&q=ESPELUCHE-LALO%20neolithique&f=false14/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1855"
"LY2213",3990,110,NA,NA,NA,"Florac La Fajole","FLRC1",NA,"FRA",3.53,44.28,"C","EUROEVOL-Sample:12433. (http://www.google.co.uk/url?sa=t&rct=j&q=la%20fajole%20a%20florac%20neolithique&source=web&cd=6&ved=0CFEQFjAF&url=https%3A%2F%2Fjournals.uair.arizona.edu%2Findex.php%2Fradiocarbon%2Farticle%2Fdownload%2F766%2F771&ei=FGVLT9yyMpCd8gORofSjDg&usg=AFQjCNF1rTAh3jzIw7Ku-TR8a_9o3cYkHg&sig2=kTXSKazTaBKKR7G8i_pMXw14/11/2012 AG: PhCd Flrc1 given).","EUROEVOL-Site:S1918"
"GrN-672",4180,130,NA,NA,NA,"Fontenu, Lac Chalain","FNTL1",NA,"FRA",5.7935,46.6662,"C","EUROEVOL-Sample:6780. (KM - OK14/11/2012 AG: PhCd FntL1 and FntL2 given).","EUROEVOL-Site:S1936"
"GIF-2637",4220,170,NA,"wood",NA,"Fontenu, Lac Chalain","FNTL2",NA,"FRA",5.7935,46.6662,"C","EUROEVOL-Sample:6779. (KM - OK14/11/2012 AG: PhCd FntL1 and FntL2 given).","EUROEVOL-Site:S1936"
"GrN-970",4590,80,NA,NA,NA,"Fontenu, Lac Chalain","FNTL1",NA,"FRA",5.7935,46.6662,"C","EUROEVOL-Sample:6777. (KM - OK14/11/2012 AG: PhCd FntL1 and FntL2 given).","EUROEVOL-Site:S1936"
"GIF-2638",4280,140,NA,"wood",NA,"Fontenu, Lac Chalain","FNTL2",NA,"FRA",5.7935,46.6662,"C","EUROEVOL-Sample:6778. (KM - OK14/11/2012 AG: PhCd FntL1 and FntL2 given).","EUROEVOL-Site:S1936"
"MC-567",4190,90,NA,NA,NA,"Abri de Font-Juv�nal","FJUV1",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12452. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-495",4860,70,NA,NA,NA,"Abri de Font-Juv�nal",NA,NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12441. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-491",4200,90,NA,NA,NA,"Abri de Font-Juv�nal","FJUV5",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12447. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-4771",5645,160,NA,NA,NA,"Abri de Font-Juv�nal","FJUV",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12450. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-494",4570,90,NA,NA,NA,"Abri de Font-Juv�nal","FJUV4",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12444. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-5005",5070,110,NA,NA,NA,"Abri de Font-Juv�nal",NA,NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:5911. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-5003",4095,90,NA,"charcoal",NA,"Abri de Font-Juv�nal","FJUV1",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:21934. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-569",4530,90,NA,NA,NA,"Abri de Font-Juv�nal","FJUV5",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12446. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-568",4160,90,NA,NA,NA,"Abri de Font-Juv�nal","FJUV5",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12449. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-597",4190,90,NA,NA,NA,"Abri de Font-Juv�nal","FJUV5",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12448. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-499",5850,100,NA,NA,NA,"Abri de Font-Juv�nal","FJUV2",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12443. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-4775",4675,120,NA,NA,NA,"Abri de Font-Juv�nal",NA,NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12439. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-4776",4760,140,NA,NA,NA,"Abri de Font-Juv�nal",NA,NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12440. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-5006",5140,65,NA,NA,NA,"Abri de Font-Juv�nal",NA,NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:5910. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-493",4490,80,NA,NA,NA,"Abri de Font-Juv�nal","FJUV4",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12445. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-496",4800,150,NA,NA,NA,"Abri de Font-Juv�nal",NA,NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12438. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-4770",6235,85,NA,NA,NA,"Abri de Font-Juv�nal","FJUV2",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12442. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Ly-4773",5670,110,NA,NA,NA,"Abri de Font-Juv�nal","FJUV",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:12437. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-498",5540,100,NA,NA,NA,"Abri de Font-Juv�nal","FJUV",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:5907. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"MC-497",5350,100,NA,NA,NA,"Abri de Font-Juv�nal","FJUV",NA,"FRA",2.34,43.3,"C","EUROEVOL-Sample:5909. (KM - http://www.font-juvenal.com/fr/la-situation-geographique-du-font-juvenal.6.html14/11/2012 AG: PhCd existing FJuv given. FJuv1, FJuv2, FJuv3, FJuv4, FJuv5, FJuv6 given. NCD).","EUROEVOL-Site:S1940"
"Lyon-2163",4120,30,NA,"bone",NA,"FORUM KINEPOLIS",NA,NA,"FRA",4.37,43.81,"C","EUROEVOL-Sample:11833. (KM - http://www.persee.fr/web/revues/home/prescript/article/bspf_0249-7638_2006_num_103_3_1347214/11/2012 AG: PhCd NCD).","EUROEVOL-Site:S1947"
"Ly-616",6210,170,NA,NA,NA,"Freycinet-La-Cuche, Longetraye","FRCT1",NA,"FRA",4.08,44.87,"C","EUROEVOL-Sample:12453. (KM - http://www.persee.fr/web/revues/home/prescript/article/racf_0220-6617_1982_num_21_1_232614/11/2012�AG: PhCd NCD frct1, frct2, frct3 given).","EUROEVOL-Site:S1958"
"Ly-760",8590,190,NA,"charcoal",NA,"Freycinet-La-Cuche, Longetraye","FRCT2",NA,"FRA",4.08,44.87,"C","EUROEVOL-Sample:6402. (KM - http://www.persee.fr/web/revues/home/prescript/article/racf_0220-6617_1982_num_21_1_232614/11/2012�AG: PhCd NCD frct1, frct2, frct3 given).","EUROEVOL-Site:S1958"
"Ly-618",8220,190,NA,"charcoal",NA,"Freycinet-La-Cuche, Longetraye",NA,NA,"FRA",4.08,44.87,"C","EUROEVOL-Sample:6403. (KM - http://www.persee.fr/web/revues/home/prescript/article/racf_0220-6617_1982_num_21_1_232614/11/2012�AG: PhCd NCD frct1, frct2, frct3 given).","EUROEVOL-Site:S1958"
"Ly-617",7320,140,NA,"charcoal",NA,"Freycinet-La-Cuche, Longetraye",NA,NA,"FRA",4.08,44.87,"C","EUROEVOL-Sample:6405. (KM - http://www.persee.fr/web/revues/home/prescript/article/racf_0220-6617_1982_num_21_1_232614/11/2012�AG: PhCd NCD frct1, frct2, frct3 given).","EUROEVOL-Site:S1958"
"Ly-758",7430,150,NA,NA,NA,"Freycinet-La-Cuche, Longetraye","FRCT2",NA,"FRA",4.08,44.87,"C","EUROEVOL-Sample:6404. (KM - http://www.persee.fr/web/revues/home/prescript/article/racf_0220-6617_1982_num_21_1_232614/11/2012�AG: PhCd NCD frct1, frct2, frct3 given).","EUROEVOL-Site:S1958"
"Ly-759",6920,160,NA,NA,NA,"Freycinet-La-Cuche, Longetraye","FRCT2",NA,"FRA",4.08,44.87,"C","EUROEVOL-Sample:6406. (KM - http://www.persee.fr/web/revues/home/prescript/article/racf_0220-6617_1982_num_21_1_232614/11/2012�AG: PhCd NCD frct1, frct2, frct3 given).","EUROEVOL-Site:S1958"
"Gif-8479",5450,100,NA,NA,NA,"FRIGOURAS",NA,NA,"FRA",5.96,44.13,"C","EUROEVOL-Sample:6175. (KM - http://www.mas.ncl.ac.uk/~n0072132/PanEuropeanNeolithic.pdf14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S1963"
"MC-1227",6450,100,NA,NA,NA,"Gabian, La Resclauze","GBNZ1",NA,"FRA",3.27,43.5147,"C","EUROEVOL-Sample:12454. (KM - OK14/11/2012�AG: PhCd Gbnz1 given).","EUROEVOL-Site:S1968"
"Ly-12372",3915,50,NA,"charcoal",NA,"GARDANNE",NA,NA,"FRA",5.45,43.45,"C","EUROEVOL-Sample:11802. (KM - http://www.ville-gardanne.fr/IMG/pdf/energies152.pdf14/11/2012�AG: PhCd NCD).","EUROEVOL-Site:S1977"
"Ly-513",5490,110,NA,NA,NA,"Gay",NA,NA,"FRA",5.4,46.06,"C","EUROEVOL-Sample:6642. (KM - OK14/11/2012 AG: PhCd Gay2 given).","EUROEVOL-Site:S1988"
"Ly-11337",6205,45,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5935. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11645",6035,85,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5942. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11339",6175,40,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5937. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"GrN-6703",6470,65,NA,"charcoal",NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5928. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon--1995",8730,60,NA,NA,NA,"Gazel Grotte","GAZ1","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5915. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Grn-6702",6905,90,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:12456. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-2244",6690,40,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5927. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"GrN-6704",7880,75,NA,NA,NA,"Gazel Grotte","GAZ1","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5917. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-1992",6780,50,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5920. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-2245",6815,50,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5925. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-2243",6415,40,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5931. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11331",5160,45,NA,NA,NA,"Gazel Grotte","GAZ6","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5950. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Ly-11332",5930,55,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5943. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
"Lyon-2242",6400,45,NA,NA,NA,"Gazel Grotte","GAZ2","Cave/Rockshelter","FRA",2.4,43.29,"C","EUROEVOL-Sample:5932. (KM - OK14/11/2012 AG: PhCd NCD. Existing GAZ2 and GAZ3 given. GAZ4 and GAZ5 given.).","EUROEVOL-Site:S1991"
